district,clus,hhid,netid,still,surv,crattgr,nattgr,numwgr,numdogr,detergent,mattress,bed,matground,hang,fold,country
1,114,114002,11400203,1,0,0,1,1,2,0,0,0,1,1,0,B
1,114,114005,11400501,0,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,B
1,114,114005,11400502,1,1,1,1,1,1,0,0,0,1,1,0,B
1,114,114006,11400601,1,0,0,1,1,3,9,NA,NA,NA,0,NA,B
1,114,114006,11400602,1,0,0,1,1,3,9,NA,NA,NA,0,NA,B
1,114,114006,11400603,1,0,0,1,1,3,0,0,0,1,1,0,B
1,114,114006,11400604,0,NA,0,1,1,3,NA,NA,NA,NA,NA,NA,B
1,114,114007,11400701,1,0,0,0,1,2,9,NA,NA,NA,0,NA,B
1,114,114007,11400702,1,0,0,0,1,2,9,NA,NA,NA,0,NA,B
1,114,114007,11400703,1,0,0,0,1,2,9,NA,NA,NA,0,NA,B
1,114,114008,11400801,1,1,1,0,1,2,0,0,0,1,1,0,B
1,114,114010,11401001,1,1,1,1,1,2,0,0,0,1,1,0,B
1,114,114010,11401002,1,0,1,1,1,2,9,NA,NA,NA,0,NA,B
1,115,115001,11500101,1,0,1,1,3,4,0,0,1,0,1,0,B
1,115,115001,11500102,1,0,1,1,3,4,0,0,1,0,1,0,B
1,115,115002,11500202,0,NA,1,0,3,4,NA,NA,NA,NA,NA,NA,B
1,115,115004,11500401,1,0,1,1,3,3,0,0,1,0,0,NA,B
1,115,115004,11500402,1,0,1,1,3,3,0,0,1,0,0,NA,B
1,115,115005,11500501,1,1,1,0,2,4,0,0,1,0,1,0,B
1,115,115006,11500601,1,0,1,0,3,3,0,0,1,0,0,NA,B
1,115,115006,11500602,1,0,1,0,3,3,0,0,1,0,0,NA,B
1,115,115007,11500701,1,0,1,1,3,4,0,0,1,0,0,NA,B
1,115,115008,11500801,1,1,1,0,3,4,0,0,1,0,1,0,B
1,115,115009,11500901,1,1,1,1,3,3,0,0,1,0,1,0,B
1,115,115009,11500902,1,0,1,1,3,3,9,0,1,0,0,NA,B
1,115,115009,11500903,1,0,1,1,3,3,9,0,1,0,0,NA,B
1,115,115010,11501001,1,0,1,1,3,3,9,0,1,0,0,NA,B
2,201,201001,20100101,1,1,2,1,4,4,0,0,1,0,1,0,B
2,201,201001,20100102,0,NA,2,1,4,4,NA,NA,NA,NA,NA,NA,B
2,201,201002,20100201,0,NA,1,0,4,4,NA,NA,NA,NA,NA,NA,B
2,201,201006,20100601,1,0,2,0,2,2,0,0,1,0,0,NA,B
2,201,201006,20100602,1,0,2,0,2,2,0,0,1,0,0,NA,B
2,201,201007,20100701,1,0,1,2,2,2,0,0,1,0,1,1,B
2,201,201007,20100702,1,0,1,2,2,2,0,0,1,0,1,1,B
2,201,201008,20100801,1,1,2,2,2,2,0,0,1,0,1,1,B
2,201,201008,20100802,0,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,B
2,201,201009,20100901,1,0,0,1,2,0,0,0,1,0,1,1,B
2,201,201009,20100902,1,0,0,1,2,0,0,0,1,0,0,NA,B
2,202,202001,20200101,1,0,2,1,4,4,0,0,1,0,0,NA,B
2,202,202002,20200201,0,NA,1,2,4,4,NA,NA,NA,NA,NA,NA,B
2,202,202002,20200202,1,0,1,2,4,4,9,0,1,0,0,NA,B
2,202,202002,20200203,1,1,1,2,4,4,0,0,1,0,1,0,B
2,202,202002,20200204,1,1,1,2,4,4,0,0,1,0,1,0,B
2,202,202003,20200301,1,1,1,1,4,4,0,0,1,0,1,0,B
2,202,202003,20200302,1,1,1,1,4,4,0,0,1,0,1,0,B
2,202,202004,20200401,1,0,1,1,1,0,0,0,1,0,0,NA,B
2,202,202005,20200501,1,1,1,2,1,1,0,0,1,0,1,1,B
2,202,202005,20200502,1,1,1,2,1,1,9,0,1,0,1,1,B
2,202,202005,20200503,1,1,1,2,1,1,9,0,1,0,1,1,B
2,202,202005,20200504,1,1,1,2,1,1,9,NA,NA,NA,0,NA,B
2,202,202006,20200601,1,0,1,2,1,1,0,0,1,0,1,1,B
2,202,202006,20200602,1,0,1,2,1,1,0,0,1,0,1,1,B
2,202,202007,20200701,1,0,1,2,1,1,0,0,1,0,0,NA,B
2,202,202007,20200702,1,0,1,2,1,1,0,0,1,0,1,1,B
2,202,202008,20200801,1,1,1,1,4,4,0,0,1,0,1,0,B
2,202,202008,20200802,1,1,1,1,4,4,0,0,1,0,1,0,B
2,202,202009,20200901,0,NA,1,2,4,4,NA,NA,NA,NA,NA,NA,B
2,202,202009,20200902,0,NA,1,2,4,4,NA,NA,NA,NA,NA,NA,B
2,202,202010,20201001,1,1,1,1,1,1,0,0,1,0,1,1,B
2,202,202010,20201002,1,1,1,1,1,1,0,0,1,0,1,1,B
2,203,203001,20300101,1,1,2,2,2,1,0,0,1,0,1,1,B
2,203,203003,20300301,1,0,1,1,2,2,0,0,1,0,1,1,B
2,203,203003,20300302,1,1,1,1,2,2,0,0,1,0,1,1,B
2,203,203003,20300303,0,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,B
2,203,203004,20300401,1,1,1,2,2,2,0,0,1,0,1,1,B
2,203,203005,20300501,1,0,1,1,2,1,0,0,1,0,0,NA,B
2,203,203006,20300601,0,NA,1,2,2,1,NA,NA,NA,NA,NA,NA,B
2,203,203006,20300602,0,NA,1,2,2,1,NA,NA,NA,NA,NA,NA,B
2,203,203007,20300701,1,1,0,2,2,2,0,0,1,0,1,1,B
2,203,203007,20300702,0,NA,0,2,2,2,NA,NA,NA,NA,NA,NA,B
2,203,203007,20300703,1,1,0,2,2,2,0,0,1,0,1,1,B
2,203,203008,20300801,1,0,1,0,2,2,0,0,1,0,0,NA,B
2,203,203009,20300901,1,0,1,1,2,2,0,0,1,0,1,1,B
2,204,204004,20400401,0,NA,1,1,4,4,NA,NA,NA,NA,NA,NA,B
2,204,204004,20400402,0,NA,1,1,4,4,NA,NA,NA,NA,NA,NA,B
2,204,204004,20400403,1,1,1,1,4,4,0,0,1,0,1,0,B
2,204,204004,20400404,1,1,1,1,4,4,0,0,1,0,1,0,B
2,204,204005,20400501,1,0,2,1,4,4,0,0,1,0,1,0,B
2,204,204005,20400502,1,0,2,1,4,4,9,0,1,0,0,NA,B
2,204,204006,20400601,0,NA,2,2,4,4,NA,NA,NA,NA,NA,NA,B
2,204,204009,20400901,1,1,1,1,4,4,0,NA,NA,NA,0,NA,B
2,204,204009,20400902,1,1,1,1,4,4,0,0,1,0,0,NA,B
2,205,205001,20500101,1,0,2,1,4,4,0,0,1,0,1,0,B
2,205,205001,20500102,0,NA,2,1,4,4,NA,NA,NA,NA,NA,NA,B
2,205,205002,20500201,1,0,1,2,1,1,0,0,1,0,1,1,B
2,205,205002,20500202,1,1,1,2,1,1,9,NA,NA,NA,0,NA,B
2,205,205004,20500401,1,1,1,2,4,4,9,NA,NA,NA,0,NA,B
2,205,205004,20500402,1,1,1,2,4,4,9,NA,NA,NA,0,NA,B
2,205,205004,20500403,1,1,1,2,4,4,9,NA,NA,NA,0,NA,B
2,205,205005,20500501,1,1,2,2,4,4,0,0,1,0,1,0,B
2,205,205005,20500502,1,1,2,2,4,4,0,0,0,1,0,NA,B
2,205,205006,20500601,1,1,1,2,1,1,0,1,0,0,1,1,B
2,205,205006,20500602,1,1,1,2,1,1,9,1,0,0,1,1,B
2,205,205006,20500603,1,1,1,2,1,1,0,1,0,0,1,1,B
2,205,205006,20500604,1,1,1,2,1,1,9,1,0,0,1,1,B
2,205,205007,20500701,1,1,1,2,1,1,9,NA,NA,NA,0,NA,B
2,205,205007,20500702,1,1,1,2,1,1,0,0,1,0,1,1,B
2,205,205007,20500703,1,1,1,2,1,1,9,NA,NA,NA,0,NA,B
2,205,205008,20500801,0,NA,1,2,1,1,NA,NA,NA,NA,NA,NA,B
2,205,205008,20500802,0,NA,1,2,1,1,NA,NA,NA,NA,NA,NA,B
2,205,205009,20500901,1,1,1,2,1,2,9,NA,NA,NA,0,NA,B
2,205,205009,20500902,1,1,1,2,1,2,9,NA,NA,NA,0,NA,B
2,206,206001,20600101,1,0,1,2,2,0,0,0,1,0,0,NA,B
2,206,206002,20600201,1,1,1,1,2,1,0,0,1,0,0,NA,B
2,206,206005,20600501,1,0,1,2,2,1,0,0,1,0,1,1,B
2,206,206006,20600601,0,NA,1,2,2,1,NA,NA,NA,NA,NA,NA,B
2,207,207001,20700101,1,1,1,1,4,4,0,0,1,0,1,0,B
2,207,207001,20700102,0,NA,1,1,4,4,NA,NA,NA,NA,NA,NA,B
2,207,207002,20700201,0,NA,1,2,4,4,NA,NA,NA,NA,NA,NA,B
2,207,207002,20700202,0,NA,1,2,4,4,NA,NA,NA,NA,NA,NA,B
2,207,207002,20700203,0,NA,1,2,4,4,NA,NA,NA,NA,NA,NA,B
2,207,207003,20700301,1,0,1,0,4,4,9,0,1,0,0,NA,B
2,207,207004,20700401,1,0,2,1,4,4,0,0,1,0,1,0,B
2,207,207006,20700601,1,0,2,2,4,4,0,0,1,0,1,0,B
2,207,207007,20700701,0,NA,1,2,4,4,NA,NA,NA,NA,NA,NA,B
2,207,207007,20700702,1,0,1,2,4,4,0,0,1,0,1,0,B
2,207,207008,20700801,0,NA,2,1,4,4,NA,NA,NA,NA,NA,NA,B
2,207,207009,20700901,1,0,2,2,4,4,0,0,1,0,1,0,B
2,207,207010,20701001,1,1,1,2,4,4,0,0,1,0,1,0,B
2,208,208001,20800101,1,1,2,2,2,2,0,NA,NA,NA,0,NA,B
2,208,208002,20800201,0,NA,1,2,2,2,NA,NA,NA,NA,NA,NA,B
2,208,208002,20800202,1,0,1,2,2,2,0,0,1,0,1,1,B
2,208,208003,20800301,1,0,1,0,2,2,0,0,1,0,0,NA,B
2,208,208004,20800401,1,0,1,1,2,1,0,0,1,0,0,NA,B
2,208,208004,20800402,1,0,1,1,2,1,0,0,1,0,1,1,B
2,208,208006,20800601,0,NA,1,2,2,2,NA,NA,NA,NA,NA,NA,B
2,208,208006,20800602,1,1,1,2,2,2,0,0,1,0,1,1,B
2,208,208007,20800701,0,NA,1,0,2,3,NA,NA,NA,NA,NA,NA,B
2,208,208007,20800702,1,0,1,0,2,3,0,0,1,0,0,NA,B
2,208,208008,20800801,1,1,1,2,2,2,0,NA,NA,NA,0,NA,B
2,208,208008,20800802,1,1,1,2,2,2,0,NA,NA,NA,0,NA,B
2,209,209003,20900301,1,1,1,0,4,4,0,0,1,0,1,0,B
2,209,209004,20900401,1,1,2,2,4,4,0,0,1,0,1,0,B
2,209,209006,20900601,1,0,2,1,4,4,0,0,1,0,1,0,B
2,209,209007,20900702,1,0,1,1,4,4,0,0,1,0,0,NA,B
2,209,209008,20900801,0,NA,1,2,4,4,NA,NA,NA,NA,NA,NA,B
2,209,209008,20900802,0,NA,1,2,4,4,NA,NA,NA,NA,NA,NA,B
2,209,209008,20900803,0,NA,1,2,4,4,NA,NA,NA,NA,NA,NA,B
2,209,209009,20900901,1,1,2,1,4,4,0,0,1,0,1,0,B
2,209,209010,20901001,1,0,2,2,4,4,0,0,1,0,1,0,B
2,209,209010,20901002,1,1,2,2,4,4,0,0,1,0,1,0,B
2,210,210001,21000102,0,NA,2,0,2,1,NA,NA,NA,NA,NA,NA,B
2,210,210002,21000201,0,NA,1,1,2,3,NA,NA,NA,NA,NA,NA,B
2,210,210003,21000301,1,1,1,0,2,1,0,0,1,0,1,1,B
2,210,210004,21000401,1,0,1,1,2,2,0,0,1,0,1,1,B
2,210,210004,21000402,0,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,B
2,210,210006,21000601,1,1,1,2,2,2,0,0,1,0,0,NA,B
2,210,210006,21000602,1,1,1,2,2,2,0,0,1,0,1,1,B
2,210,210007,21000701,0,NA,2,0,2,2,NA,NA,NA,NA,NA,NA,B
2,210,210007,21000702,0,NA,2,0,2,2,NA,NA,NA,NA,NA,NA,B
2,210,210008,21000801,1,1,2,1,2,2,0,0,1,0,1,1,B
2,210,210008,21000802,0,NA,2,1,2,2,NA,NA,NA,NA,NA,NA,B
2,210,210009,21000901,0,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,B
2,210,210009,21000902,1,0,1,1,2,2,0,0,1,0,0,NA,B
2,210,210009,21000903,1,1,1,1,2,2,0,0,1,0,1,1,B
2,210,210010,21001001,1,0,0,0,1,1,0,0,1,0,1,1,B
2,211,211001,21100101,1,1,1,2,1,1,0,1,0,0,1,1,B
2,211,211001,21100102,1,1,1,2,1,1,0,1,0,0,1,1,B
2,211,211001,21100103,1,0,1,2,1,1,0,0,1,0,1,1,B
2,211,211002,21100201,0,NA,1,2,1,1,NA,NA,NA,NA,NA,NA,B
2,211,211002,21100202,1,1,1,2,1,1,0,0,1,0,0,NA,B
2,211,211002,21100203,1,1,1,2,1,1,0,0,1,0,1,1,B
2,211,211003,21100302,1,1,1,1,1,1,0,1,0,0,1,1,B
2,211,211004,21100401,0,NA,2,2,1,2,NA,NA,NA,NA,NA,NA,B
2,211,211004,21100402,0,NA,2,2,1,2,NA,NA,NA,NA,NA,NA,B
2,211,211004,21100403,1,1,2,2,1,2,9,0,1,0,1,1,B
2,211,211004,21100404,1,1,2,2,1,2,9,NA,NA,NA,0,NA,B
2,211,211005,21100501,0,NA,1,2,1,1,NA,NA,NA,NA,NA,NA,B
2,211,211005,21100502,1,0,1,2,1,1,0,0,1,0,1,1,B
2,211,211005,21100503,1,1,1,2,1,1,0,0,1,0,1,1,B
2,211,211006,21100601,0,NA,1,1,4,4,NA,NA,NA,NA,NA,NA,B
2,211,211007,21100701,0,NA,1,2,4,4,NA,NA,NA,NA,NA,NA,B
2,211,211007,21100702,0,NA,1,2,4,4,NA,NA,NA,NA,NA,NA,B
2,211,211008,21100801,0,NA,2,2,4,4,NA,NA,NA,NA,NA,NA,B
2,211,211008,21100802,1,0,2,2,4,4,0,0,1,0,1,0,B
2,211,211009,21100901,0,NA,2,1,4,4,NA,NA,NA,NA,NA,NA,B
2,211,211009,21100902,0,NA,2,1,4,4,NA,NA,NA,NA,NA,NA,B
2,211,211010,21101001,1,0,2,1,4,4,0,0,1,0,1,0,B
2,211,211010,21101002,1,0,2,1,4,4,9,0,1,0,0,NA,B
2,211,211010,21101003,1,0,2,1,4,4,9,0,1,0,0,NA,B
2,211,211010,21101004,1,0,2,1,4,4,9,0,1,0,0,NA,B
2,212,212001,21200101,1,0,0,1,2,0,0,0,1,0,1,1,B
2,212,212001,21200102,1,0,0,1,2,0,0,0,1,0,0,NA,B
2,212,212001,21200103,0,NA,0,1,2,0,NA,NA,NA,NA,NA,NA,B
2,212,212001,21200104,0,NA,0,1,2,0,NA,NA,NA,NA,NA,NA,B
2,212,212002,21200201,0,NA,0,0,2,0,NA,NA,NA,NA,NA,NA,B
2,212,212002,21200202,0,NA,0,0,2,0,NA,NA,NA,NA,NA,NA,B
2,212,212003,21200301,1,1,1,2,2,1,0,0,1,0,1,1,B
2,212,212003,21200302,1,1,1,2,2,1,0,0,1,0,1,1,B
2,212,212003,21200303,0,NA,1,2,2,1,NA,NA,NA,NA,NA,NA,B
2,212,212004,21200401,1,0,1,0,3,3,0,0,1,0,0,NA,B
2,212,212004,21200402,0,NA,1,0,3,3,NA,NA,NA,NA,NA,NA,B
2,212,212006,21200601,1,1,2,2,4,4,0,0,1,0,1,0,B
2,212,212006,21200602,0,NA,2,2,4,4,NA,NA,NA,NA,NA,NA,B
2,212,212006,21200603,1,1,2,2,4,4,0,0,1,0,1,0,B
2,212,212006,21200604,1,1,2,2,4,4,0,0,1,0,1,0,B
2,212,212006,21200605,1,1,2,2,4,4,0,0,1,0,1,0,B
2,212,212007,21200701,1,1,2,1,4,4,0,0,1,0,1,0,B
2,212,212007,21200702,1,1,2,1,4,4,0,0,1,0,1,0,B
2,212,212007,21200703,0,NA,2,1,4,4,NA,NA,NA,NA,NA,NA,B
2,212,212008,21200801,1,0,2,1,4,4,0,0,1,0,0,NA,B
2,212,212009,21200901,1,1,1,1,4,0,0,0,1,0,1,1,B
2,212,212010,21201001,1,1,2,2,4,4,0,0,1,0,1,0,B
2,213,213001,21300101,0,NA,1,2,4,4,NA,NA,NA,NA,NA,NA,B
2,213,213002,21300201,0,NA,2,2,4,4,NA,NA,NA,NA,NA,NA,B
2,213,213002,21300202,0,NA,2,2,4,4,NA,NA,NA,NA,NA,NA,B
2,213,213003,21300301,1,1,2,2,4,4,0,0,1,0,1,0,B
2,213,213004,21300401,0,NA,1,1,4,4,NA,NA,NA,NA,NA,NA,B
2,213,213006,21300601,0,NA,1,1,4,4,NA,NA,NA,NA,NA,NA,B
2,213,213007,21300701,0,NA,1,2,4,4,NA,NA,NA,NA,NA,NA,B
2,214,214001,21400101,1,0,0,1,2,2,0,0,1,0,1,1,B
2,214,214002,21400201,1,0,1,1,2,2,0,0,1,0,0,NA,B
2,214,214003,21400301,1,0,1,1,4,4,0,0,0,1,0,NA,B
2,214,214004,21400401,1,1,2,1,2,1,0,0,1,0,1,1,B
2,214,214005,21400501,1,0,1,1,2,1,0,0,1,0,1,1,B
2,214,214006,21400601,1,1,1,1,4,4,0,0,1,0,1,0,B
2,214,214006,21400602,1,0,1,1,4,4,0,0,1,0,1,0,B
2,214,214006,21400603,0,NA,1,1,4,4,NA,NA,NA,NA,NA,NA,B
2,214,214007,21400701,0,NA,2,2,4,4,NA,NA,NA,NA,NA,NA,B
2,214,214010,21401002,1,0,2,1,4,4,9,0,1,0,0,NA,B
2,215,215001,21500101,0,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,B
2,215,215001,21500103,1,0,0,1,1,1,0,0,1,0,1,1,B
2,215,215002,21500201,0,NA,1,2,2,1,NA,NA,NA,NA,NA,NA,B
2,215,215002,21500202,1,1,1,2,2,1,0,0,1,0,1,1,B
2,215,215002,21500203,1,1,1,2,2,1,0,0,1,0,1,1,B
2,215,215003,21500301,1,0,1,2,2,1,9,0,1,0,0,NA,B
2,215,215003,21500302,1,1,1,2,2,1,0,0,1,0,1,1,B
2,215,215004,21500401,1,0,1,2,1,1,0,0,1,0,1,1,B
2,215,215004,21500402,1,1,1,2,1,1,0,0,1,0,1,1,B
2,215,215005,21500501,0,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,B
2,215,215006,21500601,1,1,1,1,4,4,0,0,1,0,1,0,B
2,215,215007,21500701,1,0,1,1,4,4,0,0,1,0,0,NA,B
2,215,215007,21500702,1,0,1,1,4,4,0,0,1,0,0,NA,B
2,215,215008,21500801,1,1,1,1,4,4,0,0,1,0,1,0,B
2,215,215008,21500802,1,0,1,1,4,4,0,0,1,0,0,NA,B
2,215,215009,21500901,1,0,2,2,4,4,0,0,1,0,0,NA,B
2,215,215009,21500903,1,0,2,2,4,4,0,0,1,0,0,NA,B
2,215,215010,21501001,0,NA,1,1,4,4,NA,NA,NA,NA,NA,NA,B
2,215,215010,21501002,0,NA,1,1,4,4,NA,NA,NA,NA,NA,NA,B
